REF_ID,DATA_ID,DATA_TYPE,GAME_ID,DATA_SOURCE_TYPE,THESIS_TYPE,REF_TAG,AUTH_L_NAME,AUTH_SUFFIX,AUTH_F_NAME,AUTH_M_INIT,YEAR_PUB,TITLE_REF,EDITOR_L_NAME,EDITOR_F_NAME,EDITOR_M_INIT,SOURCE_NAME,VOL,NUM,START_PAGE,END_PAGE,DOI,PUB_NAME,PUB_CITY,PUB_STATE,PUB_COUNTRY,UNIV_NAME,UNIV_CITY,UNIV_STATE,UNIV_COUNTRY,REF_NOTES,LANGUAGE,DATA_POLY_SHAPEFILE_ID,DATA_CENT_SHAPEFILE_ID,DATA_STAT_SHAPEFILE_ID,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_5A,ACT_5A,pred/prey,2510,PL,NA,Adams and Kendall 1891,Adams,NA,A,C,1891,Report upon an investigation of fishing grounds off the west coast of Florida,NA,NA,NA,Bulletin of the United States Fish Commission,NA,NA,289,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,11/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_5A,ACT_5A,pred/prey,2510,PL,NA,Adams and Kendall 1891,Kendall,NA,W,C,1891,Report upon an investigation of fishing grounds off the west coast of Florida,NA,NA,NA,Bulletin of the United States Fish Commission,NA,NA,289,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,12/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_14A,ACT_14A,pred/prey,2519,T,BS,Alarcon Sosa 2007,Alarcon Sosa,NA,Adlemy,C,2007,"Aspectos troficos de la ictiofauna de la laguna de Sontecomapan, Ver. Durante la temporada de secas del 2005. ",NA,NA,NA,NA,NA,NA,1,75,NA,NA,NA,NA,NA,"Universidad Nacional Autonoma de Mexico, FES-Iztacala",Mexico City,DF,MX,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_2B,ACT_2B,pred/prey,2538,T,MS,Bailey 1995,Bailey,IV,H,Killebrew,1995,Potential Interactive Effects of Habitat Complexity and Sub-adults on Young of the Year Red Snapper (Lutjanus campechanus) Behavior,NA,NA,NA,NA,NA,NA,1,51,NA,NA,NA,NA,NA,University of South Alabama,Mobile,AL,US,NA,English,NA,NA,NA,2/22/2014,Theresa Mitchell,2/22/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_14B,ACT_14B,pred/prey,2569,PL,NA,Baughman 1943,Baughman,NA,J,L,1943,The Lutianid Fishes of Texas,NA,NA,NA,Copeia,1943,4,212,215,NA,American Society of Ichthyologists and Herpetologists,Lawrence,KS,US,NA,NA,NA,NA,NA,English,NA,NA,NA,6/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_16B,ACT_16B,pred/prey,2549,PL,NA,Baughman and Springer 1950,Baughman,NA,J,L,1950,"Biological and Economic Notes on the Sharks of the Gulf of Mexico, With Special Reference to Those of Texas, and With a Key for their Identification",NA,NA,NA,The American Midland Naturalist,44,1,96,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/19/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_16B,ACT_16B,pred/prey,2549,PL,NA,Baughman and Springer 1950,Springer,NA,Stewart,NA,1950,"Biological and Economic Notes on the Sharks of the Gulf of Mexico, With Special Reference to Those of Texas, and With a Key for their Identification",NA,NA,NA,The American Midland Naturalist,44,1,96,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/19/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_17B,ACT_17B,pred/prey,2550,GR,NA,Beaumariage 1973,Beaumariage,NA,Dale,S,1973,"Age, growth, and reproduction of king mackerel, Scomberomorus cavalla, in Florida.  ",NA,NA,NA,Florida Marine Research Publications,NA,1,1,45,NA,"Marine Research Laboratory, Florida Department of Natural Resources",St. Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_18B,ACT_18B,pred/prey,3178,GR,NA,Beaumariage and Bullock 1976,Beaumariage,NA,D,S,1976,Biological Research on Snappers and Groupers as Related to Fishery Management Requirements,"Bullis, Jr., Jr.",Harvey,R,Proceedings: Colloquium on Snapper-Grouper Fishery Resources of the Western Central Atlantic Ocean,1976,17,86,94,NA,Florida Sea Grant College Program,St. Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,6/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_18B,ACT_18B,pred/prey,3178,GR,NA,Beaumariage and Bullock 1976,Beaumariage,NA,D,S,1976,Biological Research on Snappers and Groupers as Related to Fishery Management Requirements,Jones,Albert,C,Proceedings: Colloquium on Snapper-Grouper Fishery Resources of the Western Central Atlantic Ocean,1976,17,86,94,NA,Florida Sea Grant College Program,St. Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,6/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_18B,ACT_18B,pred/prey,3178,GR,NA,Beaumariage and Bullock 1976,Bullock,NA,Lewis,H,1976,Biological Research on Snappers and Groupers as Related to Fishery Management Requirements,"Bullis, Jr., Jr.",Harvey,R,Proceedings: Colloquium on Snapper-Grouper Fishery Resources of the Western Central Atlantic Ocean,1976,17,86,94,NA,Florida Sea Grant College Program,St. Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,6/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_18B,ACT_18B,pred/prey,3178,GR,NA,Beaumariage and Bullock 1976,Bullock,NA,Lewis,H,1976,Biological Research on Snappers and Groupers as Related to Fishery Management Requirements,Jones,Albert,C,Proceedings: Colloquium on Snapper-Grouper Fishery Resources of the Western Central Atlantic Ocean,1976,17,86,94,NA,Florida Sea Grant College Program,St. Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,6/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_34B,ACT_34B,pred/prey,2565,PL,NA,Bonfil 1997,Bonfil,NA,Ramon,NA,1997,Status of shark resouces in the Southern Gulf of Mexico and Caribbean: implications for management,NA,NA,NA,Fisheries Research,29,NA,101,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/20/2012,Taylor Mangum,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_41B,ACT_41B,pred/prey,2575,T,PhD,Boschung 1957,Boschung,Jr.,Herbert,T,1957,The fishes of Mobile Bay and the Gulf coast of Alabama,NA,NA,NA,NA,NA,NA,1,626,NA,NA,NA,NA,NA,Univeristy of Alabama,Tuscaloosa,AL,US,NA,English,NA,NA,NA,11/13/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_43B,ACT_43B,pred/prey,2577,PL,NA,Bradley and Bryan 1975,Bradley,NA,Edward,NA,1975,Life History and Fishery of the Red Snapper (Lutjanus campechanus) in the Northwestern Gulf of Mexico: 1970-1974,NA,NA,NA,Proceedings of the Gulf and Caribbean Fisheries Institute,27,NA,77,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,10/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_43B,ACT_43B,pred/prey,2577,PL,NA,Bradley and Bryan 1975,Bryan,NA,C,E,1975,Life History and Fishery of the Red Snapper (Lutjanus campechanus) in the Northwestern Gulf of Mexico: 1970-1974,NA,NA,NA,Proceedings of the Gulf and Caribbean Fisheries Institute,27,NA,77,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,10/11/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_46B,ACT_46B,pred/prey,2580,GR,NA,Breuer 1949,Breuer,NA,Joseph,P,1949,"A Report on the Effects of Port Arthur Menhaden Fishery on Food and Game Fish for the Period of June 6, to September 9, 1949, Inclusive",NA,NA,NA,"Annual Report of the Game, Fish and Oyster Commission",NA,NA,84,92,NA, Texas Game and Fish Commission,Austin,TX,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/19/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_47B,ACT_47B,pred/prey,2581,PL,NA,Breuer 1957,Breuer,NA,Joseph,P,1957,"An Ecological Survey of Baffin and Alazan Bays, Texas",NA,NA,NA,Marine Fisheries Division,NA,NA,134,155,NA, Texas Game and Fish Commission,Austin,TX,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/19/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_48B,ACT_48B,pred/prey,2582,GR,NA,Breuer 1960,Breuer,NA,Joseph,P,1960,Life History Studies of the Important Sports and Commercial Fish of the Lower Laguna Madre,NA,NA,NA,Marine Fisheries Division,NA,NA,1,4,NA, Texas Game and Fish Commission,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/19/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_51B,ACT_51B,pred/prey,2585,T  ,PhD  ,Bright 1968,Bright,NA,Thomas,J,1968,A survey of the deep sea bottom fishes of the Gulf of Mexico below 350 meters,NA,NA,NA,NA,NA,NA,1,144,NA,NA,NA,NA,NA,Texas A&M University,College Station,TX,US,NA,English,NA,NA,NA,9/20/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_58B,ACT_58B,pred/prey,2592,PL,NA,Bullock and Murphy 1994,Bullock,NA,Lewis,H,1994,"Aspects of the Life History of the Yellowmouth Grouper, Mycteroperca interstitialis, in the Eastern Gulf of Mexico",NA,NA,NA,Bulletin of Marine Science,55,1,30,45,NA,"Rosenstiel School of Marine & Atmospheric Science, University of Miami",Miami,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,3/31/2014,Theresa Mitchell,1/8/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_58B,ACT_58B,pred/prey,2592,PL,NA,Bullock and Murphy 1994,Murphy,NA,Michael,D,1994,"Aspects of the Life History of the Yellowmouth Grouper, Mycteroperca interstitialis, in the Eastern Gulf of Mexico",NA,NA,NA,Bulletin of Marine Science,55,1,30,45,NA,"Rosenstiel School of Marine & Atmospheric Science, University of Miami",Miami,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,3/31/2014,Theresa Mitchell,1/8/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_59B,ACT_59B,pred/prey,2593,GR,NA,Bullock and Smith 1997,Smith,NA,Gregory,B,1997,Memoirs of the Hourglass Cruises,NA,NA,NA,NA,8,2,1,199,NA,Florida Marine Research Institiute Department of Natural Rescources,St.Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Taylor Mangum,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_59B,ACT_59B,pred/prey,2593,GR,NA,Bullock and Smith 1997,Bullock,NA,Lewis,H,1997,Memoirs of the Hourglass Cruises,NA,NA,NA,NA,8,2,1,199,NA,Florida Marine Research Institiute Department of Natural Rescources,St.Petersburg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Taylor Mangum,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_61B,ACT_61B,pred/prey,3196,CR,NA,Blanton et al 1972,Blanton,NA,William,G,1972,The ecological impact of mercury discharge on an enclosed secondary bay,NA,NA,NA,Environment Monitors,NA,NA,1,231,NA,Texas Wesleyan College,Ft. Worth,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_61B,ACT_61B,pred/prey,3196,CR,NA,Blanton et al 1972,Blanton,NA,Carolyn,J,1972,The ecological impact of mercury discharge on an enclosed secondary bay,NA,NA,NA,Environment Monitors,NA,NA,1,231,NA,Texas Wesleyan College,Ft. Worth,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_61B,ACT_61B,pred/prey,3196,CR,NA,Blanton et al 1972,Robinson,NA,Michael,C,1972,The ecological impact of mercury discharge on an enclosed secondary bay,NA,NA,NA,Environment Monitors,NA,NA,1,231,NA,Texas Wesleyan College,Ft. Worth,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_2C,ACT_2C,pred/prey,2594,GR,NA,Camber 1955,Camber,NA,C,Isaac,1955,"A Survey of the Red Snapper Fishery of the Gulf of Mexico, With Special Reference to the Campeche Banks",NA,NA,NA,"State of Florida, Board of Conservation, Marine Laboratory, Univeristy of Miami; Technical Series",NA,12,1,63,NA,"State of Florida, Board of Conservation, Marine Laboratory, Univeristy of Miami",Coral Gables,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,11/14/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_12C,ACT_12C,pred/prey,2604,PL,NA,Carr and Adams 1973,Carr,NA,William,E S,1973,"Food habits of juvenile marine fishes occupying seagrass beds in the estuarine zone near Crystal River, Florida.",NA,NA,NA,Transactions of the American Fisheries Society,102,3,511,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_12C,ACT_12C,pred/prey,2604,PL,NA,Carr and Adams 1973,Adams,NA,Clayton,A,1973,"Food habits of juvenile marine fishes occupying seagrass beds in the estuarine zone near Crystal River, Florida.",NA,NA,NA,Transactions of the American Fisheries Society,102,3,511,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_18C,ACT_18C,pred/prey,2610,PL,NA,Castillo-Geniz et al 1998,Castillo-Geniz,NA,J,L,1998,The Mexican artisanal shark fishery in the Gulf of mexico: towards a regulated fishery,NA,NA,NA,Marine and Freshwater Research,49,NA,611,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_18C,ACT_18C,pred/prey,2610,PL,NA,Castillo-Geniz et al 1998,Marquez-Farias,NA,J,F,1998,The Mexican artisanal shark fishery in the Gulf of mexico: towards a regulated fishery,NA,NA,NA,Marine and Freshwater Research,49,NA,611,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_18C,ACT_18C,pred/prey,2610,PL,NA,Castillo-Geniz et al 1998,Rodriguez de la Cruz,NA,M,C,1998,The Mexican artisanal shark fishery in the Gulf of mexico: towards a regulated fishery,NA,NA,NA,Marine and Freshwater Research,49,NA,611,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_18C,ACT_18C,pred/prey,2610,PL,NA,Castillo-Geniz et al 1998,Cortes,NA,E,NA,1998,The Mexican artisanal shark fishery in the Gulf of mexico: towards a regulated fishery,NA,NA,NA,Marine and Freshwater Research,49,NA,611,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_18C,ACT_18C,pred/prey,2610,PL,NA,Castillo-Geniz et al 1998,Cid del Prado,NA,E,NA,1998,The Mexican artisanal shark fishery in the Gulf of mexico: towards a regulated fishery,NA,NA,NA,Marine and Freshwater Research,49,NA,611,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,4/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_28C,ACT_28C,pred/prey,2621,T,MS,Cave 1978,Cave,NA,R,Neil,1978,"Predator-prey Relationships Involving the American Oyster, Crassostrea virginica (Gemlin), and the Black Drum Pogonias cromis (Linnaeus), in Mississippi Sound",NA,NA,NA,NA,NA,NA,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,3/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36C,ACT_36C,pred/prey,2629,PL,NA,Chen et al 1992,Chen,NA,Weihzong,NA,1992,Comparison of Feeding and Growth of Larval Round Herring Etrumeus teres and Gulf Menhaden Brevoortia patronus,NA,NA,NA,Fishery Bulletin,90,1,183,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,3/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36C,ACT_36C,pred/prey,2629,PL,NA,Chen et al 1992,Govoni,NA,John,J,1992,Comparison of Feeding and Growth of Larval Round Herring Etrumeus teres and Gulf Menhaden Brevoortia patronus,NA,NA,NA,Fishery Bulletin,90,1,183,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,3/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_36C,ACT_36C,pred/prey,2629,PL,NA,Chen et al 1992,Warlen,NA,Stanley,M,1992,Comparison of Feeding and Growth of Larval Round Herring Etrumeus teres and Gulf Menhaden Brevoortia patronus,NA,NA,NA,Fishery Bulletin,90,1,183,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,3/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_37C,ACT_37C,pred/prey,2630,GR,NA,Childress 1960,Childress,NA,U,R,1960,Oyster and Fisheries Investigations of Area M-5:  Analysis of forage and predator species relationships. ,NA,NA,NA,Project Reports 1959-1960,NA,NA,1,11,NA,"Texas Game and Fish Commission, Marine Fisheries Division",Rockport ,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_38C,ACT_38C,pred/prey,2631,GR,NA,Childress 1962,Childress,NA,U,R,1962,Oyster and Fisheries Investigations of Area M-5:  Analysis of forage and predator species relationships. ,NA,NA,NA,Project Reports 1959-1960,NA,NA,1,8,NA,"Texas Game and Fish Commission, Marine Fisheries Division",Rockport ,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_40C,ACT_40C,pred/prey,2633,GR,NA,Christmas et al 1974,Christmas,NA,J,Y,1974,Investigations of coastal pelagic fishes,NA,NA,NA,Completion Report,NA,NA,1,90,NA,Gulf Coast Research Laboratory,Ocean Springs,MS,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_40C,ACT_40C,pred/prey,2633,GR,NA,Christmas et al 1974,Perry,NA,Allison,,1974,Investigations of coastal pelagic fishes,NA,NA,NA,Completion Report,NA,NA,1,90,NA,Gulf Coast Research Laboratory,Ocean Springs,MS,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_40C,ACT_40C,pred/prey,2633,GR,NA,Christmas et al 1974,Waller,NA,Richard,S,1974,Investigations of coastal pelagic fishes,NA,NA,NA,Completion Report,NA,NA,1,90,NA,Gulf Coast Research Laboratory,Ocean Springs,MS,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_43C,ACT_43C,pred/prey,2636,PL,NA,Clark and von Schmidt 1965,Clark,NA,Eugenie,NA,1965,Sharks of the Central Gulf Coast of Florida,NA,NA,NA,Bulletin of Marine Science,15,1,13,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/21/2012,Theresa Mitchell,1/25/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_43C,ACT_43C,pred/prey,2636,PL,NA,Clark and von Schmidt 1965,von Schmidt,NA,Catherine,NA,1965,Sharks of the Central Gulf Coast of Florida,NA,NA,NA,Bulletin of Marine Science,15,1,13,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,9/21/2012,Theresa Mitchell,1/25/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4D,ACT_4D,pred/prey,2670,PL,NA,Darnell 1958,Darnell,NA,Rezneat,M.,1958,"Food habits of fishes and larger invertebrates of Lake Pontchartrain, Louisiana, an eustarine community",NA,NA,NA,"Institute of Marine Science, University of Texas",NA,NA,353,416,NA,NA,NA,NA,NA,Marquette University,Milwaukee,WI,US,NA,English,NA,NA,NA,8/11/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_10D,ACT_10D,pred/prey,3181,PL,NA,Davies and Bortone 1976,Davies,NA,Jay,H,1976,Partial Food List of Three Species of Istiophoridae (Pisces) From the Northeastern Gulf of Mexico,NA,NA,NA,Florida Scientist,39,4,249,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,10/16/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_10D,ACT_10D,pred/prey,3181,PL,NA,Davies and Bortone 1976,Bortone,NA,Stephen,A,1976,Partial Food List of Three Species of Istiophoridae (Pisces) From the Northeastern Gulf of Mexico,NA,NA,NA,Florida Scientist,39,4,249,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,10/16/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_12D,ACT_12D,pred/prey,2676,GR,NA,Day 1960,Day,NA,D ,S,1960,General ecological survey of Area M-4:  Inventory of vertebrate forms present and relative abundance.  ,NA,NA,NA,Project Reports 1959-1960,NA,NA,1,5,NA,"Texas Game and Fish Commission, Marine Fisheries Division",Rockport ,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,9/27/2012,Debra Hoekel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_20D,ACT_20D,pred/prey,2685,PL,NA,Diener et al 1974,Diener,NA,Richard ,A,1974,"Stomach Contents of Fishes from Clear Lake and Tributary Waters, A Texas Estuarine Area",NA,NA,NA,Contributions in Marine Science,18,NA,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contribution #375, National Marine Fisheries Service, Gulf Coastal Fisheries Center, Galveston Laboratory, Galveston, Texas 77550",English,NA,NA,NA,9/25/2012,Michael Zotarelli,1/30/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_20D,ACT_20D,pred/prey,2685,PL,NA,Diener et al 1974,Inglis,NA,Anthony,,1974,"Stomach Contents of Fishes from Clear Lake and Tributary Waters, A Texas Estuarine Area",NA,NA,NA,Contributions in Marine Science,18,NA,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contribution #375, National Marine Fisheries Service, Gulf Coastal Fisheries Center, Galveston Laboratory, Galveston, Texas 77550",English,NA,NA,NA,9/25/2012,Michael Zotarelli,1/30/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_20D,ACT_20D,pred/prey,2685,PL,NA,Diener et al 1974,Adams,NA,Genevieve,B,1974,"Stomach Contents of Fishes from Clear Lake and Tributary Waters, A Texas Estuarine Area",NA,NA,NA,Contributions in Marine Science,18,NA,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contribution #375, National Marine Fisheries Service, Gulf Coastal Fisheries Center, Galveston Laboratory, Galveston, Texas 77550",English,NA,NA,NA,9/25/2012,Michael Zotarelli,1/30/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_23D,ACT_23D,pred/prey,2688,BC,NA,Dineen and Darnell 1976,Dineen,NA,C,F,1976,The Effects of Dredging on Food Habits of Fishes of San Antonio Bay,Bouma,A,H,Shell dredging and Its Influence on Gulf Coast Environments,NA,NA,345,355,NA,Gulf Publishing Company,Houston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,9/25/2012,Theresa Mitchell,1/25/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_23D,ACT_23D,pred/prey,2688,BC,NA,Dineen and Darnell 1976,Darnell,NA,Rezneat,M,1976,The Effects of Dredging on Food Habits of Fishes of San Antonio Bay,Bouma,A,H,Shell dredging and Its Influence on Gulf Coast Environments,NA,NA,345,355,NA,Gulf Publishing Company,Houston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,9/25/2012,Theresa Mitchell,1/25/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_24D,ACT_24D,pred/prey,2689,PL,NA,Divita et al 1983,Divita,NA,Regina,NA,1983,"Foods of coastal fishes during brown shrimp Penaeus aztecus, migration from Texas estuaries (June - July 1981). ",NA,NA,NA,Fisheries Bulletin,81,2,396,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,2/9/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_24D,ACT_24D,pred/prey,2689,PL,NA,Divita et al 1983,Creel,NA,Mischelle,NA,1983,"Foods of coastal fishes during brown shrimp Penaeus aztecus, migration from Texas estuaries (June - July 1981). ",NA,NA,NA,Fisheries Bulletin,81,2,396,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,2/9/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_24D,ACT_24D,pred/prey,2689,PL,NA,Divita et al 1983,Sheridan,NA,Peter,F,1983,"Foods of coastal fishes during brown shrimp Penaeus aztecus, migration from Texas estuaries (June - July 1981). ",NA,NA,NA,Fisheries Bulletin,81,2,396,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,2/9/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_42D,ACT_42D,pred/prey,NA,T,MS,Del Rio et al. 2010,Del Rio,NA,Ross,P,2009,Neurotoxin in a Louisiana Estuary: Quantitative Analysis of Domoic Acid in Gulf Menhaden (Brevoortia patronus) and Qualitative Modeling of Links in a Shark Nursery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Louisiana State University,Baton Rouge,LA,US,"see also Del Rio et al., 2010",English,NA,NA,NA,6/23/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
