REF_ID,DATA_ID,DATA_TYPE,GAME_ID,DATA_SOURCE_TYPE,THESIS_TYPE,REF_TAG,AUTH_L_NAME,AUTH_SUFFIX,AUTH_F_NAME,AUTH_M_INIT,YEAR_PUB,TITLE_REF,EDITOR_L_NAME,EDITOR_F_NAME,EDITOR_M_INIT,SOURCE_NAME,VOL,NUM,START_PAGE,END_PAGE,DOI,PUB_NAME,PUB_CITY,PUB_STATE,PUB_COUNTRY,UNIV_NAME,UNIV_CITY,UNIV_STATE,UNIV_COUNTRY,REF_NOTES,LANGUAGE,DATA_POLY_SHAPEFILE_ID,DATA_CENT_SHAPEFILE_ID,DATA_STAT_SHAPEFILE_ID,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_4T,ACT_4T,pred/prey,3120,GR,NA,"Texas Game, Fish and Oyster Commision 1950","Texas Game, Fish and Oyster Commision",NA,NA,NA,1950,Stomach Analysis,NA,NA,NA,"Texas Game, Fish and Oyster Commision Annual Report Fiscal Year 1949-50",,NA,17,18,NA,"Texas Game, Fish and Oyster Commission",Austin,Texas,US,NA,NA,NA,NA,NA,English,NA,NA,NA,9/7/2016,Rebecca Lund,10/6/2016,Rebecca Lund,12/12/2016,Theresa Mitchell
ART_4A,ART_4A,pred/prey,NA,PL,NA,"Alexander, 1986",Alexander,NA,Steve,K,1986,"Diet of the Blue Crab, Callinectes Sapidus Rathbun, From Nearshore Habitats of Galveson Island, Texas",NA,NA,NA,Texas Journal of Science,38,1,85,89,NA,Texas Academy of Science,Lubbock,TX,US,NA,NA,NA,NA,NA,English ,NA,NA,NA,10/3/2016,Frederike Davis,2/22/2017,Tarah Murray ,5/2/2017,Theresa Mitchell
AVE_2B,AVE_2B,pred/prey,NA,PL,NA,Ballard and Thompson 2000,Ballard,NA,Bart,M,2000,Winter Diets of Sandhill Cranes from Central and Coastal Texas,NA,NA,NA,The Wilson Bulletin,112,2,263,268,NA,Wilson Ornithological Society,Lincoln,NE,US,NA,NA,NA,NA,NA,English,NA,NA,NA,11/29/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
AVE_2B,AVE_2B,pred/prey,NA,PL,NA,Ballard and Thompson 2000,Thompson,NA,Jonathan,E,2000,Winter Diets of Sandhill Cranes from Central and Coastal Texas,NA,NA,NA,The Wilson Bulletin,112,2,263,268,NA,Wilson Ornithological Society,Lincoln,NE,US,NA,NA,NA,NA,NA,English,NA,NA,NA,11/29/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
AVE_3G,AVE_3G,pred/prey,NA,PL,NA,Guthery 1975,Guthery,NA,F,S,1975,Food habits of sandhill cranes in southern Texas,Krausman,Paul,R,Journal of Wildlife Management,39,1,221,223,NA,The Wildlife Society,Hoboken,NJ,US,NA,NA,NA,NA,NA,English,NA,NA,NA,4/5/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_10K,AVE_10K,pred/prey,NA,PL,NA,King 1989,King,NA,Kirke,A,1989,"Food habits and organochlorine contaminants in the diet of black skimmers, galveston bay, texas, usa",NA,NA,NA,Colonial Waterbirds,12,1,109,112,NA,The Waterbird Society,Norman,OK,US,NA,NA,NA,NA,NA,English,NA,NA,NA,4/28/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_7M,AVE_8M,pred/prey,NA,CP,NA,Morrison and Slack 1976,Morrison,NA,Michael,L,1976,Status of the olivaceous cormorant in Texas,NA,NA,NA,Procedings of the Fourth Annual Meeting Texas Fish-Eating Bird Conferece,NA,NA,17,26,NA,Texas Parks and Wildlife Department,Austin,TX ,US,NA,NA,NA,NA,duplicate of REF_ID - AVE_8M,English,NA,NA,NA,4/5/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_7M,AVE_8M,pred/prey,NA,CP,NA,Morrison and Slack 1976,Slack,NA,R,Douglas,1976,Status of the olivaceous cormorant in Texas,NA,NA,NA,Procedings of the Fourth Annual Meeting Texas Fish-Eating Bird Conferece,NA,NA,17,26,NA,Texas Parks and Wildlife Department,Austin,TX ,US,NA,NA,NA,NA,duplicate of REF_ID - AVE_8M,English,NA,NA,NA,4/5/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_8M,AVE_8M,pred/prey,NA,PL,NA,Morrison et al 1977,Morrison,NA,Michael ,L,1977,The food of nestling olivaceous cormorants,Ammerman,Loren,K,The Southwestern Naturalist,22,3,321,326,NA,Southwestern Association of Naturalists,Norman,OK,US,NA,NA,NA,NA,NA,English,NA,NA,NA,4/7/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_8M,AVE_8M,pred/prey,NA,PL,NA,Morrison et al 1977,Shanley,Jr,Edwin,NA,1977,The food of nestling olivaceous cormorants,Ammerman,Loren,K,The Southwestern Naturalist,22,3,321,326,NA,Southwestern Association of Naturalists,Norman,OK,US,NA,NA,NA,NA,NA,English,NA,NA,NA,4/7/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_8M,AVE_8M,pred/prey,NA,PL,NA,Morrison et al 1977,Slack,NA,R,Douglas,1977,The food of nestling olivaceous cormorants,Ammerman,Loren,K,The Southwestern Naturalist,22,3,321,326,NA,Southwestern Association of Naturalists,Norman,OK,US,NA,NA,NA,NA,NA,English,NA,NA,NA,4/7/2017,Michael Brode,NA,Michael Brode,5/10/2017,Theresa Mitchell
AVE_3S,AVE_3S,pred/prey,NA,B,NA,Stutzenbaker 1988,Stutzenbaker,NA,Charles,D,1988,"The Mottled Duck, Its Life History, Ecology and Management",Beasom,Samuel,L,"The Mottled Duck, Its Life History, Ecology and Management",NA,NA,1,205,NA,Texas Parks and Wildlife Department,Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/6/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
MAM_1C,MAM_1C,pred/prey,NA,NL,NA,Cowan 2007,Cowan,NA,Daniel,F,2007,Pathologist's report,NA,NA,NA,Texas Stranding Newsletter,NA,NA,6,6,NA,Texas Marine Mammal Stranding Network,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/16/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
MAM_1W,MAM_1W,pred/prey,NA,NL,NA,Watts 2004,Watts,NA,Heidi,Bart,2004,Unusual species found this quarter,NA,NA,NA,Texas Stranding Newsletter,NA,NA,9,9,NA,Texas Marine Mammal Stranding Network,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/16/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
MOL_2M,MOL_2M,pred/prey,NA,GR,NA,Moore 1907,Moore,NA,H,F,1907,"Survey of Oyster Bottoms in Matagorda Bay, Texas",NA,NA,NA,Bureau of Fisheries Document,NA,610,7,81,NA,United States Government Printing Office,Washington D.C.,,US,NA,NA,NA,NA,NA,English,NA,NA,NA,11/11/2016,Rebecca Lund,3/15/2017,Theresa Mitchell,3/22/2017,Theresa Mitchell
REP_1C,REP_1C,pred/prey,NA,GR,NA,Cannon 1998,Cannon,NA,Andrea,C,1998,"Gross Necropsy Results of Sea Turtles Stranded on the Upper Texas and Western Louisiana Coasts, 1 January-31 December 1994",NA,NA,NA,NOAA Technical Report NMFS 143,NA,NA,81,85,NA,National Marine Fisheries Service,Galveston,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/9/2016,Rebecca Lund,6/12/2017,Theresa Mitchell,6/14/2017,Theresa Mitchell
REP_2S,REP_2S,pred/prey,NA,PL,NA,Shaver 1991,Shaver,NA,Donna,J,1991,Feeding Ecology of Wild and Head-started Kemp's Ridley Sea Turtles in South Texas Waters,NA,NA,NA,Journal of Herpetology,25,3,327,334,NA,Society for the Study of Amphibians and Reptiles,University Heights,OH,US,NA,NA,NA,NA,NA,English,NA,NA,NA,2/9/2017,Erin Mawhinney,5/1/2017,Erin Mawhinney,7/23/2017,Theresa Mitchell
REP_3S,REP_3S,pred/prey,NA,GR,NA,Shaver 1998,Shaver,NA,Donna,J,1998,"Sea Turtle Strandings Along the Texas Coast, 1980-94. Characteristics and Causes of Texas Marine Strandings ",Zimmerman ,Roger,NA,NOAA Technical Report NMFS 143,NA,143,57,72,NA,U.S Department of Commerce ,Washington D.C.,NA,US,NA,NA,NA,NA,,English ,NA,NA,NA,2/8/2017,Tarah Murray ,3/7/2017,Tarah Murray ,5/2/2017,Theresa Mitchell
